Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
17/02/19,Spal,Fiorentina,1,4,A,1,1,D,,6,15,4,9,14,14,3,10,3,4,0,0,1819
17/02/19,Udinese,Chievo,1,0,H,0,0,D,,11,13,7,9,11,21,6,4,5,4,0,0,1819
18/02/19,Roma,Bologna,2,1,H,0,0,D,,9,14,4,10,15,15,9,7,3,4,0,0,1819
22/02/19,Milan,Empoli,3,0,H,0,0,D,,10,4,7,1,13,9,6,2,1,1,0,0,1819
23/02/19,Frosinone,Roma,2,3,A,1,2,A,,9,7,5,5,18,11,4,8,2,2,0,0,1819
23/02/19,Torino,Atalanta,2,0,H,1,0,H,,11,9,7,4,17,18,4,4,2,1,0,0,1819
24/02/19,Bologna,Juventus,0,1,A,0,0,D,,13,5,4,4,12,17,4,5,2,2,0,0,1819
24/02/19,Chievo,Genoa,0,0,D,0,0,D,,8,6,5,2,20,22,4,6,2,3,0,0,1819
24/02/19,Fiorentina,Inter,3,3,D,1,2,A,,10,7,2,6,13,15,9,6,2,4,0,0,1819
24/02/19,Parma,Napoli,0,4,A,0,2,A,,8,14,2,5,13,7,5,2,2,1,0,0,1819
24/02/19,Sampdoria,Cagliari,1,0,H,0,0,D,,9,8,6,1,9,17,3,5,1,2,0,0,1819
24/02/19,Sassuolo,Spal,1,1,D,1,0,H,,6,5,2,3,18,14,3,5,4,1,1,0,1819
01/03/19,Cagliari,Inter,2,1,H,2,1,H,,12,19,5,7,12,8,1,5,5,3,0,0,1819
02/03/19,Empoli,Parma,3,3,D,1,2,A,,13,7,9,7,10,17,8,2,1,3,0,0,1819
02/03/19,Lazio,Roma,3,0,H,1,0,H,,6,7,4,3,13,15,5,7,4,5,0,1,1819
02/03/19,Milan,Sassuolo,1,0,H,1,0,H,,7,11,4,6,20,9,6,6,3,0,0,1,1819
03/03/19,Atalanta,Fiorentina,3,1,H,2,1,H,,17,7,10,4,9,16,8,5,4,2,0,0,1819
03/03/19,Genoa,Frosinone,0,0,D,0,0,D,,10,3,6,0,15,16,8,2,2,4,0,1,1819
03/03/19,Napoli,Juventus,1,2,A,0,2,A,,13,4,5,3,10,14,12,4,3,6,1,1,1819
03/03/19,Spal,Sampdoria,1,2,A,0,2,A,,8,14,2,10,10,14,5,4,2,3,1,0,1819
03/03/19,Torino,Chievo,3,0,H,0,0,D,,9,9,6,5,10,18,7,4,1,4,0,0,1819
03/03/19,Udinese,Bologna,2,1,H,1,1,D,,11,11,6,9,21,20,6,6,3,3,0,0,1819
08/03/19,Juventus,Udinese,4,1,H,2,0,H,,15,4,6,2,7,9,5,0,0,3,0,0,1819
09/03/19,Chievo,Milan,1,2,A,1,1,D,,5,9,1,3,20,13,4,1,3,1,0,0,1819
09/03/19,Parma,Genoa,1,0,H,0,0,D,,8,8,4,1,12,12,4,5,2,1,0,0,1819
10/03/19,Bologna,Cagliari,2,0,H,1,0,H,,17,7,8,6,16,21,8,3,0,0,0,0,1819
10/03/19,Fiorentina,Lazio,1,1,D,0,1,A,,7,7,1,6,8,14,4,7,3,1,0,0,1819
10/03/19,Frosinone,Torino,1,2,A,1,0,H,,9,10,5,7,14,21,3,3,2,4,0,0,1819
10/03/19,Inter,Spal,2,0,H,0,0,D,,10,2,4,1,17,17,4,7,3,5,0,0,1819
10/03/19,Sampdoria,Atalanta,1,2,A,0,0,D,,11,13,6,6,13,10,4,7,2,2,0,0,1819
10/03/19,Sassuolo,Napoli,1,1,D,0,0,D,,7,9,1,4,11,10,3,5,3,2,0,0,1819
11/03/19,Roma,Empoli,2,1,H,2,1,H,,7,4,2,2,12,9,5,3,4,1,1,0,1819
15/03/19,Cagliari,Fiorentina,2,1,H,0,0,D,,10,6,6,4,22,13,4,4,3,2,0,0,1819
16/03/19,Sassuolo,Sampdoria,3,5,A,1,3,A,,12,17,5,11,9,12,6,5,1,1,0,0,1819
16/03/19,Spal,Roma,2,1,H,1,0,H,,10,10,6,5,12,19,3,5,4,5,0,0,1819
16/03/19,Torino,Bologna,2,3,A,1,2,A,,16,8,7,6,15,16,4,5,5,4,1,1,1819
17/03/19,Atalanta,Chievo,1,1,D,0,1,A,,11,6,6,3,12,24,10,1,0,0,0,0,1819
17/03/19,Empoli,Frosinone,2,1,H,2,0,H,,8,9,5,3,16,15,2,2,4,2,0,0,1819
17/03/19,Genoa,Juventus,2,0,H,0,0,D,,10,3,5,0,12,11,6,6,2,3,0,0,1819
17/03/19,Lazio,Parma,4,1,H,4,0,H,,14,4,8,2,10,10,6,5,0,2,0,0,1819
17/03/19,Milan,Inter,2,3,A,0,1,A,,9,10,7,6,19,11,7,4,4,3,0,0,1819
17/03/19,Napoli,Udinese,4,2,H,2,2,D,,13,8,5,3,4,7,5,2,1,1,0,0,1819
29/03/19,Chievo,Cagliari,0,3,A,0,3,A,,10,9,8,3,13,15,5,5,6,3,1,0,1819
30/03/19,Juventus,Empoli,1,0,H,0,0,D,,14,3,6,0,16,11,5,4,0,0,0,0,1819
30/03/19,Sampdoria,Milan,1,0,H,1,0,H,,14,7,8,5,12,9,5,10,1,4,0,0,1819
30/03/19,Udinese,Genoa,2,0,H,1,0,H,,12,15,5,6,10,18,3,5,3,4,0,0,1819
31/03/19,Bologna,Sassuolo,2,1,H,0,0,D,,11,5,8,4,17,18,9,4,2,3,0,0,1819
31/03/19,Fiorentina,Torino,1,1,D,1,1,D,,16,6,8,2,15,8,7,5,0,2,0,0,1819
31/03/19,Frosinone,Spal,0,1,A,0,1,A,,19,5,9,3,19,14,8,3,3,3,0,0,1819
31/03/19,Inter,Lazio,0,1,A,0,1,A,,11,6,6,5,11,13,12,3,0,0,0,0,1819
31/03/19,Parma,Atalanta,1,3,A,1,1,D,,6,18,4,11,13,10,4,6,1,1,0,0,1819
31/03/19,Roma,Napoli,1,4,A,1,1,D,,11,12,5,10,14,14,4,7,4,2,0,0,1819
02/04/19,Cagliari,Juventus,0,2,A,0,1,A,,5,11,1,6,17,10,3,5,3,2,0,0,1819
02/04/19,Milan,Udinese,1,1,D,1,0,H,,12,7,9,3,13,11,7,5,0,0,0,0,1819
03/04/19,Empoli,Napoli,2,1,H,1,1,D,,13,11,9,5,13,5,8,2,2,2,0,0,1819
03/04/19,Frosinone,Parma,3,2,H,2,1,H,,14,10,5,6,14,19,3,3,3,4,0,0,1819
03/04/19,Genoa,Inter,0,4,A,0,2,A,,5,12,2,9,9,12,1,6,2,1,1,0,1819
03/04/19,Roma,Fiorentina,2,2,D,1,1,D,,12,10,6,5,15,15,4,6,3,4,0,0,1819
03/04/19,Spal,Lazio,1,0,H,0,0,D,,8,9,4,5,10,17,2,7,2,5,0,0,1819
03/04/19,Torino,Sampdoria,2,1,H,2,0,H,,14,6,6,3,13,12,6,3,3,3,0,0,1819
04/04/19,Atalanta,Bologna,4,1,H,4,0,H,,12,8,6,4,11,13,5,4,2,3,0,0,1819
04/04/19,Sassuolo,Chievo,4,0,H,2,0,H,,13,9,8,5,14,17,5,4,1,1,0,0,1819
06/04/19,Juventus,Milan,2,1,H,0,1,A,,10,12,6,5,21,15,5,8,2,2,0,0,1819
06/04/19,Parma,Torino,0,0,D,0,0,D,,5,12,1,4,20,21,3,4,4,5,0,0,1819
06/04/19,Sampdoria,Roma,0,1,A,0,0,D,,10,9,2,5,12,11,8,3,2,2,0,0,1819
07/04/19,Cagliari,Spal,2,1,H,1,1,D,,14,5,11,2,19,4,9,4,4,3,0,0,1819
07/04/19,Fiorentina,Frosinone,0,1,A,0,0,D,,14,6,5,3,19,16,10,7,1,4,0,0,1819
07/04/19,Inter,Atalanta,0,0,D,0,0,D,,8,5,6,2,10,13,8,4,1,2,0,0,1819
07/04/19,Lazio,Sassuolo,2,2,D,0,0,D,,18,3,7,2,14,8,11,1,2,1,0,0,1819
07/04/19,Napoli,Genoa,1,1,D,1,1,D,,19,12,10,7,11,10,11,6,2,0,0,1,1819
07/04/19,Udinese,Empoli,3,2,H,3,2,H,,14,12,6,6,8,9,6,6,4,4,1,0,1819
08/04/19,Bologna,Chievo,3,0,H,0,0,D,,14,4,11,2,10,22,6,3,1,8,0,1,1819
13/04/19,Milan,Lazio,1,0,H,0,0,D,,10,8,5,6,13,16,11,4,1,2,0,0,1819
13/04/19,Roma,Udinese,1,0,H,0,0,D,,11,7,5,4,11,13,7,6,2,3,0,0,1819
13/04/19,Spal,Juventus,2,1,H,0,1,A,,8,4,3,3,15,14,5,4,5,2,0,0,1819
14/04/19,Chievo,Napoli,1,3,A,0,1,A,,4,12,4,5,9,10,3,7,0,0,0,0,1819
14/04/19,Fiorentina,Bologna,0,0,D,0,0,D,,14,5,7,3,17,11,10,5,2,3,0,0,1819
14/04/19,Frosinone,Inter,1,3,A,0,2,A,,10,10,4,5,19,17,1,3,3,1,0,0,1819
14/04/19,Sampdoria,Genoa,2,0,H,1,0,H,,13,6,7,1,15,22,3,8,2,5,0,1,1819
14/04/19,Sassuolo,Parma,0,0,D,0,0,D,,16,3,8,1,7,11,7,3,3,2,0,0,1819
14/04/19,Torino,Cagliari,1,1,D,0,0,D,,14,9,8,6,12,20,6,6,2,7,1,2,1819
15/04/19,Atalanta,Empoli,0,0,D,0,0,D,,32,2,18,1,7,11,9,3,1,3,0,0,1819
17/04/19,Lazio,Udinese,2,0,H,2,0,H,,15,9,7,4,13,16,4,5,2,0,0,0,1819
20/04/19,Bologna,Sampdoria,3,0,H,0,0,D,,12,9,6,3,19,12,3,4,2,4,0,0,1819
20/04/19,Cagliari,Frosinone,1,0,H,1,0,H,,12,5,6,2,19,16,5,6,3,1,1,0,1819
20/04/19,Empoli,Spal,2,4,A,1,2,A,,11,9,6,7,15,15,3,6,3,5,0,0,1819
20/04/19,Genoa,Torino,0,1,A,0,0,D,,8,8,4,4,21,24,3,2,4,4,0,0,1819
20/04/19,Inter,Roma,1,1,D,0,1,A,,13,9,7,5,7,13,7,4,1,2,0,0,1819
20/04/19,Juventus,Fiorentina,2,1,H,1,1,D,,9,9,5,6,13,8,10,7,0,1,0,0,1819
20/04/19,Lazio,Chievo,1,2,A,0,0,D,,16,8,8,6,8,21,13,2,0,4,2,0,1819
20/04/19,Parma,Milan,1,1,D,0,0,D,,10,8,3,3,14,13,8,4,0,1,0,0,1819
20/04/19,Udinese,Sassuolo,1,1,D,0,1,A,,10,6,5,2,17,14,6,5,3,2,0,0,1819
22/04/19,Napoli,Atalanta,1,2,A,1,0,H,,13,11,9,7,15,10,3,3,3,1,0,0,1819
27/04/19,Bologna,Empoli,3,1,H,0,1,A,,17,4,7,3,13,15,13,5,3,2,0,0,1819
27/04/19,Inter,Juventus,1,1,D,1,0,H,,10,10,6,4,12,12,10,4,1,3,0,0,1819
27/04/19,Roma,Cagliari,3,0,H,2,0,H,,15,4,11,1,6,7,5,5,1,2,0,0,1819
28/04/19,Chievo,Parma,1,1,D,0,1,A,,6,6,2,2,15,17,2,4,3,3,0,0,1819
28/04/19,Frosinone,Napoli,0,2,A,0,1,A,,13,19,4,13,25,16,2,6,3,1,0,0,1819
28/04/19,Sampdoria,Lazio,1,2,A,0,2,A,,7,10,5,5,13,11,1,4,6,3,1,0,1819
28/04/19,Spal,Genoa,1,1,D,1,0,H,,11,11,5,5,14,15,2,4,3,3,0,0,1819
28/04/19,Torino,Milan,2,0,H,0,0,D,,7,7,3,5,19,23,4,9,2,6,0,1,1819
29/04/19,Atalanta,Udinese,2,0,H,0,0,D,,13,4,8,2,7,13,9,5,0,2,0,0,1819
29/04/19,Fiorentina,Sassuolo,0,1,A,0,1,A,,7,9,4,5,16,7,7,8,3,1,0,0,1819
03/05/19,Juventus,Torino,1,1,D,0,1,A,,11,9,4,2,11,9,7,3,3,3,0,0,1819
04/05/19,Chievo,Spal,0,4,A,0,1,A,,8,14,3,8,13,12,1,5,3,0,0,0,1819
04/05/19,Udinese,Inter,0,0,D,0,0,D,,3,11,3,4,19,11,2,9,1,3,0,0,1819
05/05/19,Empoli,Fiorentina,1,0,H,0,0,D,,6,20,4,11,15,17,4,7,3,1,0,1,1819
05/05/19,Genoa,Roma,1,1,D,0,0,D,,13,11,6,5,14,11,4,7,1,2,0,0,1819
05/05/19,Lazio,Atalanta,1,3,A,1,1,D,,7,10,5,6,15,11,2,5,4,3,0,0,1819
05/05/19,Napoli,Cagliari,2,1,H,0,0,D,,17,4,8,2,11,12,6,2,2,3,0,1,1819
05/05/19,Parma,Sampdoria,3,3,D,1,2,A,,9,14,6,10,14,7,2,2,4,3,1,1,1819
05/05/19,Sassuolo,Frosinone,2,2,D,0,2,A,,14,5,5,3,14,19,8,1,2,3,0,0,1819
06/05/19,Milan,Bologna,2,1,H,1,0,H,,13,14,5,7,9,20,5,10,3,5,1,2,1819
11/05/19,Atalanta,Genoa,2,1,H,0,0,D,,8,13,4,3,14,21,0,4,1,3,0,0,1819
11/05/19,Cagliari,Lazio,1,2,A,0,1,A,,14,10,6,5,11,13,4,2,2,4,0,0,1819
11/05/19,Fiorentina,Milan,0,1,A,0,1,A,,8,10,3,5,15,8,5,6,2,1,0,0,1819
12/05/19,Frosinone,Udinese,1,3,A,0,3,A,,13,11,5,8,15,17,14,10,2,3,0,0,1819
12/05/19,Roma,Juventus,2,0,H,0,0,D,,9,5,4,4,8,7,3,3,3,1,0,0,1819
12/05/19,Sampdoria,Empoli,1,2,A,0,0,D,,11,5,7,4,10,15,8,2,2,1,0,0,1819
12/05/19,Spal,Napoli,1,2,A,0,0,D,,10,17,5,8,11,20,1,12,2,1,0,0,1819
12/05/19,Torino,Sassuolo,3,2,H,0,1,A,,17,7,11,3,15,17,11,1,1,5,0,1,1819
13/05/19,Bologna,Parma,4,1,H,0,0,D,,15,3,10,1,9,15,13,3,1,6,0,1,1819
13/05/19,Inter,Chievo,2,0,H,1,0,H,,16,3,11,0,10,17,17,0,2,3,0,1,1819
18/05/19,Genoa,Cagliari,1,1,D,0,1,A,,16,4,9,3,13,21,11,3,2,1,1,0,1819
18/05/19,Sassuolo,Roma,0,0,D,0,0,D,,9,17,3,6,10,10,5,5,2,4,0,0,1819
18/05/19,Udinese,Spal,3,2,H,3,0,H,,10,12,4,5,17,13,8,6,4,4,0,0,1819
19/05/19,Chievo,Sampdoria,0,0,D,0,0,D,,4,9,1,6,13,9,4,7,3,0,1,0,1819
19/05/19,Empoli,Torino,4,1,H,1,0,H,,11,10,9,6,12,19,7,3,1,1,0,0,1819
19/05/19,Juventus,Atalanta,1,1,D,0,1,A,,11,11,4,7,15,14,5,8,3,1,1,0,1819
19/05/19,Milan,Frosinone,2,0,H,0,0,D,,9,6,3,2,13,7,5,7,1,0,0,0,1819
19/05/19,Napoli,Inter,4,1,H,1,0,H,,14,10,6,7,8,10,3,12,3,1,0,0,1819
19/05/19,Parma,Fiorentina,1,0,H,0,0,D,,9,12,5,6,15,22,3,7,0,1,0,0,1819
20/05/19,Lazio,Bologna,3,3,D,1,0,H,,10,13,5,6,11,11,4,6,2,1,0,0,1819
25/05/19,Bologna,Napoli,3,2,H,2,0,H,,10,15,5,8,11,8,5,8,0,1,0,0,1819
25/05/19,Frosinone,Chievo,0,0,D,0,0,D,,10,2,5,2,15,18,8,2,2,2,0,0,1819
26/05/19,Atalanta,Sassuolo,3,1,H,1,1,D,,13,4,5,3,10,15,7,4,2,4,0,2,1819
26/05/19,Cagliari,Udinese,1,2,A,1,0,H,,12,9,5,5,17,12,12,3,2,2,0,0,1819
26/05/19,Fiorentina,Genoa,0,0,D,0,0,D,,5,2,5,1,12,9,4,1,1,2,0,0,1819
26/05/19,Inter,Empoli,2,1,H,0,0,D,,20,9,15,5,11,9,8,2,4,2,1,1,1819
26/05/19,Roma,Parma,2,1,H,1,0,H,,16,9,8,5,13,8,13,8,2,1,0,0,1819
26/05/19,Sampdoria,Juventus,2,0,H,0,0,D,,10,6,3,1,6,12,7,6,0,2,0,0,1819
26/05/19,Spal,Milan,2,3,A,1,2,A,,7,16,4,8,17,13,8,4,2,2,0,0,1819
26/05/19,Torino,Lazio,3,1,H,0,0,D,,9,9,7,4,9,10,5,5,0,1,0,0,1819
24/08/19,Parma,Juventus,0,1,A,0,1,A,,5,9,4,4,12,14,5,8,2,3,0,0,1920
24/08/19,Fiorentina,Napoli,3,4,A,1,2,A,,10,8,6,6,21,16,4,5,2,4,0,0,1920
25/08/19,Udinese,Milan,1,0,H,0,0,D,,11,6,6,0,14,11,9,4,1,3,0,0,1920
25/08/19,Cagliari,Brescia,0,1,A,0,0,D,,9,8,5,3,10,11,8,8,2,2,0,0,1920
25/08/19,Roma,Genoa,3,3,D,2,2,D,,17,6,9,4,15,13,5,1,3,1,0,0,1920
25/08/19,Sampdoria,Lazio,0,3,A,0,1,A,,12,16,8,10,13,11,5,9,2,2,0,0,1920
25/08/19,Spal,Atalanta,2,3,A,2,1,H,,8,18,3,14,13,16,2,10,2,1,0,0,1920
25/08/19,Torino,Sassuolo,2,1,H,1,0,H,,7,13,4,9,21,15,6,6,4,3,0,0,1920
25/08/19,Verona,Bologna,1,1,D,1,1,D,,5,14,2,5,12,13,1,6,1,3,1,0,1920
26/08/19,Inter,Lecce,4,0,H,2,0,H,,16,10,7,4,14,8,7,7,1,2,0,1,1920
30/08/19,Bologna,Spal,1,0,H,0,0,D,,18,7,9,1,13,13,11,2,3,2,0,0,1920
31/08/19,Milan,Brescia,1,0,H,1,0,H,,11,4,6,2,14,18,5,3,3,4,0,0,1920
31/08/19,Juventus,Napoli,4,3,H,2,0,H,,10,12,8,7,13,13,2,5,3,3,0,0,1920
01/09/19,Lazio,Roma,1,1,D,0,1,A,,21,8,13,5,15,13,8,4,4,3,0,0,1920
01/09/19,Atalanta,Torino,2,3,A,1,1,D,,19,8,12,6,13,15,12,5,2,2,0,0,1920
01/09/19,Cagliari,Inter,1,2,A,0,1,A,,7,9,3,8,12,11,5,5,5,3,0,0,1920
01/09/19,Genoa,Fiorentina,2,1,H,1,0,H,,18,15,10,7,17,15,9,8,2,0,0,0,1920
01/09/19,Lecce,Verona,0,1,A,0,0,D,,9,11,3,6,14,14,2,7,2,3,0,0,1920
01/09/19,Sassuolo,Sampdoria,4,1,H,3,0,H,,11,8,8,5,9,10,3,5,1,3,0,1,1920
01/09/19,Udinese,Parma,1,3,A,1,1,D,,17,6,12,3,11,11,8,1,1,3,0,0,1920
14/09/19,Fiorentina,Juventus,0,0,D,0,0,D,,15,5,8,4,12,18,10,0,3,3,0,0,1920
14/09/19,Napoli,Sampdoria,2,0,H,1,0,H,,19,7,9,2,7,10,8,7,2,2,0,0,1920
14/09/19,Inter,Udinese,1,0,H,1,0,H,,15,6,10,4,9,10,8,3,2,1,0,1,1920
15/09/19,Genoa,Atalanta,1,2,A,0,0,D,,8,11,3,6,12,14,8,7,3,3,0,0,1920
15/09/19,Brescia,Bologna,3,4,A,3,1,H,,9,17,7,6,14,17,2,10,2,6,1,0,1920
15/09/19,Parma,Cagliari,1,3,A,0,2,A,,14,6,8,4,12,16,12,3,0,5,0,0,1920
15/09/19,Spal,Lazio,2,1,H,0,1,A,,9,11,4,7,9,11,8,5,5,3,0,0,1920
15/09/19,Roma,Sassuolo,4,2,H,4,0,H,,14,10,10,5,13,9,8,2,1,2,0,0,1920
15/09/19,Verona,Milan,0,1,A,0,0,D,,6,11,2,6,13,16,2,7,4,3,1,1,1920
16/09/19,Torino,Lecce,1,2,A,0,1,A,,12,12,3,5,11,19,7,3,1,6,0,0,1920
20/09/19,Cagliari,Genoa,3,1,H,0,0,D,,8,7,4,2,12,8,4,3,1,1,0,0,1920
21/09/19,Udinese,Brescia,0,1,A,0,0,D,,6,5,3,3,22,16,3,9,4,4,0,0,1920
21/09/19,Juventus,Verona,2,1,H,1,1,D,,12,8,3,8,12,20,2,5,0,4,0,1,1920
21/09/19,Milan,Inter,0,2,A,0,0,D,,7,11,3,9,15,22,2,6,2,1,0,0,1920
22/09/19,Sassuolo,Spal,3,0,H,2,0,H,,17,8,8,3,19,14,7,9,3,2,0,0,1920
22/09/19,Bologna,Roma,1,2,A,0,0,D,,5,14,3,7,13,16,3,4,3,6,0,1,1920
22/09/19,Lecce,Napoli,1,4,A,0,2,A,,8,12,3,10,12,9,4,6,3,3,0,0,1920
22/09/19,Sampdoria,Torino,1,0,H,0,0,D,,10,6,6,1,19,13,7,8,2,1,0,0,1920
22/09/19,Atalanta,Fiorentina,2,2,D,0,1,A,,15,6,5,3,14,11,9,1,2,5,0,0,1920
22/09/19,Lazio,Parma,2,0,H,1,0,H,,22,3,15,1,7,9,10,5,1,3,0,0,1920
24/09/19,Verona,Udinese,0,0,D,0,0,D,,8,5,4,3,7,18,6,6,0,4,0,0,1920
24/09/19,Brescia,Juventus,1,2,A,1,1,D,,13,15,3,7,11,14,4,3,1,3,0,0,1920
25/09/19,Roma,Atalanta,0,2,A,0,0,D,,8,11,4,4,18,11,5,1,2,1,0,0,1920
25/09/19,Fiorentina,Sampdoria,2,1,H,1,0,H,,12,7,8,4,11,16,3,1,4,5,0,1,1920
25/09/19,Genoa,Bologna,0,0,D,0,0,D,,8,14,4,2,16,11,5,4,5,4,0,0,1920
25/09/19,Inter,Lazio,1,0,H,1,0,H,,9,6,4,4,10,8,4,6,2,3,0,0,1920
25/09/19,Napoli,Cagliari,0,1,A,0,0,D,,17,5,8,1,9,13,13,1,1,1,1,0,1920
25/09/19,Parma,Sassuolo,1,0,H,0,0,D,,8,8,4,5,19,9,5,4,3,1,0,0,1920
25/09/19,Spal,Lecce,1,3,A,1,1,D,,14,9,7,5,13,11,10,1,1,2,0,0,1920
26/09/19,Torino,Milan,2,1,H,0,1,A,,11,16,5,4,15,20,3,5,4,5,0,1,1920
28/09/19,Juventus,Spal,2,0,H,1,0,H,,17,4,10,1,13,9,13,2,2,2,0,0,1920
28/09/19,Sampdoria,Inter,1,3,A,0,2,A,,15,11,2,7,11,13,7,5,2,4,0,1,1920
28/09/19,Sassuolo,Atalanta,1,4,A,0,4,A,,9,10,7,8,14,14,7,3,2,2,0,0,1920
29/09/19,Napoli,Brescia,2,1,H,2,0,H,,16,7,7,3,11,8,7,7,2,1,0,0,1920
29/09/19,Lazio,Genoa,4,0,H,2,0,H,,13,12,11,6,8,11,5,7,1,2,0,0,1920
29/09/19,Lecce,Roma,0,1,A,0,0,D,,10,13,6,6,7,19,4,11,2,4,0,0,1920
29/09/19,Udinese,Bologna,1,0,H,1,0,H,,9,10,4,4,20,16,4,5,4,3,0,1,1920
29/09/19,Cagliari,Verona,1,1,D,1,0,H,,10,11,5,5,18,18,3,5,2,2,0,0,1920
29/09/19,Milan,Fiorentina,1,3,A,0,1,A,,7,13,3,8,10,14,4,6,2,4,1,0,1920
30/09/19,Parma,Torino,3,2,H,2,2,D,,13,6,7,5,17,15,7,3,2,3,0,1,1920
05/10/19,Spal,Parma,1,0,H,1,0,H,,12,5,7,2,9,13,5,8,5,2,1,0,1920
05/10/19,Verona,Sampdoria,2,0,H,1,0,H,,6,9,4,3,14,14,9,4,1,3,0,0,1920
05/10/19,Genoa,Milan,1,2,A,1,0,H,,11,9,6,7,23,14,7,0,4,4,2,2,1920
06/10/19,Fiorentina,Udinese,1,0,H,0,0,D,,8,5,4,1,9,11,12,3,1,2,0,0,1920
06/10/19,Atalanta,Lecce,3,1,H,2,0,H,,26,5,14,2,15,14,9,5,2,3,0,0,1920
06/10/19,Bologna,Lazio,2,2,D,2,2,D,,17,8,10,6,13,17,5,4,5,4,1,1,1920
06/10/19,Roma,Cagliari,1,1,D,1,1,D,,17,6,8,3,17,11,7,1,1,4,0,0,1920
06/10/19,Torino,Napoli,0,0,D,0,0,D,,11,10,6,3,11,12,4,5,1,2,0,0,1920
06/10/19,Inter,Juventus,1,2,A,1,1,D,,6,8,4,6,22,8,7,2,2,3,0,0,1920
19/10/19,Lazio,Atalanta,3,3,D,0,3,A,,12,18,5,9,13,12,3,1,5,2,0,0,1920
19/10/19,Napoli,Verona,2,0,H,1,0,H,,13,14,7,6,12,16,6,8,3,3,0,0,1920
19/10/19,Juventus,Bologna,2,1,H,1,1,D,,13,7,11,4,15,18,8,5,2,3,0,0,1920
20/10/19,Sassuolo,Inter,3,4,A,1,3,A,,7,10,4,7,14,17,5,7,4,3,0,0,1920
20/10/19,Cagliari,Spal,2,0,H,1,0,H,,13,8,7,5,16,15,6,6,4,5,0,0,1920
20/10/19,Sampdoria,Roma,0,0,D,0,0,D,,7,5,2,1,14,11,7,9,3,4,0,1,1920
20/10/19,Udinese,Torino,1,0,H,1,0,H,,10,8,6,5,15,20,6,4,3,3,0,0,1920
20/10/19,Parma,Genoa,5,1,H,3,0,H,,15,11,7,6,9,12,3,7,1,2,0,0,1920
20/10/19,Milan,Lecce,2,2,D,1,0,H,,18,11,8,7,13,12,8,2,1,2,0,0,1920
21/10/19,Brescia,Fiorentina,0,0,D,0,0,D,,3,10,1,6,10,16,6,9,0,3,0,0,1920
25/10/19,Verona,Sassuolo,0,1,A,0,0,D,,7,9,5,5,18,13,9,6,5,5,0,0,1920
26/10/19,Lecce,Juventus,1,1,D,0,0,D,,9,16,5,6,11,13,3,14,4,1,0,0,1920
26/10/19,Inter,Parma,2,2,D,1,2,A,,16,10,7,5,9,11,11,4,3,2,0,0,1920
26/10/19,Genoa,Brescia,3,1,H,0,1,A,,12,4,11,2,24,14,5,3,6,4,0,0,1920
27/10/19,Bologna,Sampdoria,2,1,H,0,0,D,,10,5,6,3,14,18,11,5,1,3,0,0,1920
27/10/19,Atalanta,Udinese,7,1,H,3,1,H,,23,6,16,3,10,5,6,2,2,3,0,1,1920
27/10/19,Spal,Napoli,1,1,D,1,1,D,,5,9,3,4,16,14,4,4,4,1,0,0,1920
27/10/19,Torino,Cagliari,1,1,D,0,1,A,,8,10,5,5,15,11,6,11,2,3,0,0,1920
27/10/19,Roma,Milan,2,1,H,1,0,H,,10,8,5,4,12,17,4,8,4,5,0,0,1920
27/10/19,Fiorentina,Lazio,1,2,A,1,1,D,,9,11,3,8,12,13,7,3,5,3,1,0,1920
29/10/19,Parma,Verona,0,1,A,0,1,A,,15,6,7,2,13,16,12,3,1,5,0,0,1920
29/10/19,Brescia,Inter,1,2,A,0,1,A,,6,6,5,2,14,18,9,8,4,3,0,0,1920
30/10/19,Napoli,Atalanta,2,2,D,1,1,D,,15,12,11,6,16,14,2,3,3,3,0,0,1920
30/10/19,Cagliari,Bologna,3,2,H,0,1,A,,12,6,5,3,15,20,4,1,2,1,0,0,1920
30/10/19,Juventus,Genoa,2,1,H,1,1,D,,18,7,11,3,24,11,10,2,5,3,1,2,1920
30/10/19,Lazio,Torino,4,0,H,2,0,H,,16,6,8,3,11,9,8,0,2,2,0,1,1920
30/10/19,Sampdoria,Lecce,1,1,D,0,1,A,,15,9,6,4,19,14,9,5,4,4,0,1,1920
30/10/19,Sassuolo,Fiorentina,1,2,A,1,0,H,,6,10,5,8,15,20,3,7,3,4,0,0,1920
30/10/19,Udinese,Roma,0,4,A,0,1,A,,8,10,5,6,16,16,5,3,4,2,0,1,1920
31/10/19,Milan,Spal,1,0,H,0,0,D,,10,5,6,2,17,21,7,6,4,4,0,0,1920
02/11/19,Roma,Napoli,2,1,H,1,0,H,,13,12,7,6,23,14,10,4,5,3,1,0,1920
02/11/19,Bologna,Inter,1,2,A,0,0,D,,8,11,3,9,12,24,2,7,3,4,0,0,1920
02/11/19,Torino,Juventus,0,1,A,0,0,D,,7,14,4,10,22,16,11,6,4,2,0,0,1920
03/11/19,Atalanta,Cagliari,0,2,A,0,1,A,,11,12,3,8,15,18,13,2,2,3,1,0,1920
03/11/19,Genoa,Udinese,1,3,A,1,1,D,,10,13,2,5,11,13,8,5,0,2,0,0,1920
